ID,Dim,Size,Skylight,Entrance,Openings,Legs,Texture
417,21.417409,Super,Skylight,Ground,2,None,Solids Gradient 29
418,23.568371,Super,Skylight,Ramp,0,Black Legs,Solids Gradient 06
419,26.287815,Super,Skylight,Spiral,3,Black Legs,Solids Gradient 32
420,34.436516,Super,Skylight,Ground,4,None,Solids Gradient 09
421,12.587305,Super,None,Ground,0,None,Solids Gradient 31
422,13.234531,Super,None,Ground,3,None,Solids Gradient 17
423,18.636789,Super,None,Ramp,0,White Legs,Solids Gradient 26
424,18.772285,Super,Skylight,Ground,3,None,Solids Gradient 14
425,19.890048,Super,None,Ramp,0,Black Legs,Solids Gradient 03
426,21.272797,Super,Skylight,Ground,3,None,Solids Gradient 26
427,15.804635,Super,Skylight,Ground,0,None,Solids Gradient 19
428,14.873512,Super,None,Ground,1,None,Solids Gradient 36
429,20.111954,Super,Skylight,Ground,3,None,Unknown (7)
430,13.764125,Super,None,Ground,3,None,Solids Gradient 29
431,15.320939,Super,None,Ground,0,None,Solids Gradient 43
432,17.323123,Super,None,Ground,0,None,Solids Gradient 05
433,14.010839,Super,None,Ground,3,None,Solids Gradient 16
434,13.060747,Super,None,Ground,2,None,Solids Gradient 35
435,28.642053,Super,None,Ground,0,None,Solids Gradient 15
436,20.615611,Super,None,Spiral,0,White Legs,Solids Gradient 42
437,26.997838,Super,Skylight,Ramp,0,Black Legs,Solids Gradient 21
438,18.599792,Super,Skylight,Ground,4,None,Solids Gradient 40
439,24.727033,Super,Skylight,Ramp,4,White Legs,Solids Gradient 33
440,19.135478,Super,None,Ramp,2,White Legs,Unknown (9)
441,42.130192,Super,Skylight,Ramp,0,Black Legs,Solids Gradient 29
442,21.33752,Super,None,Ramp,3,White Legs,Solids Gradient 29
443,18.963033,Super,None,Ramp,2,Black Legs,Unknown (8)
444,20.157774,Super,None,Ramp,0,White Legs,Unknown
445,17.681258,Super,None,Ground,1,None,Solids Gradient 19
446,44.278267,Super,Skylight,Spiral,3,White Legs,Solids Gradient 19
447,25.121068,Super,None,Spiral,2,White Legs,Solids Gradient 23
448,26.419473,Super,Skylight,Ramp,0,Black Legs,Solids Gradient 39
449,25.691705,Super,Skylight,Spiral,4,White Legs,Solids Gradient 35
450,12.234468,Super,None,Ground,0,None,Solids Gradient 07
451,22.262914,Super,Skylight,Ramp,3,White Legs,Solids Gradient 37
452,14.966856,Super,None,Ground,0,None,Solids Gradient 42
453,29.355858,Super,None,Ground,2,None,Solids Gradient 10
454,16.56034,Super,Skylight,Ground,4,None,Solids Gradient 41
455,38.114384,Super,Skylight,Ramp,3,White Legs,Solids Gradient 22
456,19.492826,Super,None,Ramp,0,White Legs,Solids Gradient 27
457,20.633265,Super,Skylight,Ramp,1,White Legs,Solids Gradient 30
458,19.927551,Super,Skylight,Ground,3,None,Solids Gradient 13
459,22.93287,Super,Skylight,Ramp,0,White Legs,Unknown (8)
460,17.589545,Super,None,Ground,3,None,Solids Gradient 06
461,23.781422,Super,Skylight,Ramp,0,Black Legs,Solids Gradient 24
462,16.217626,Super,Skylight,Ground,4,None,Solids Gradient 28
463,36.184902,Super,None,Ground,5,None,Solids Gradient 20
464,17.842139,Super,Skylight,Ground,1,None,Solids Gradient 07
465,20.836816,Super,Skylight,Ground,4,None,Unknown (9)
466,27.942903,Super,Skylight,Ramp,2,Black Legs,Solids Gradient 23
467,43.207499,Super,Skylight,Spiral,3,Black Legs,Solids Gradient 37
468,20.972816,Super,None,Ramp,3,White Legs,Solids Gradient 12
469,41.953564,Super,Skylight,Ramp,0,White Legs,Solids Gradient 11
470,16.470126,Super,Skylight,Ground,4,None,Solids Gradient 27
471,17.36065,Super,None,Ground,0,None,Solids Gradient 23
472,18.635622,Super,Skylight,Ground,4,None,Solids Gradient 18
473,18.605693,Super,Skylight,Ground,3,None,Unknown
474,29.934094,Super,None,Ground,0,None,Solids Gradient 42
475,19.425949,Super,None,Ramp,3,Black Legs,Solids Gradient 02
476,12.849795,Super,None,Ground,0,None,Solids Gradient 05
477,28.376571,Super,Skylight,Spiral,0,White Legs,Solids Gradient 43
478,16.479011,Super,None,Ground,0,None,Solids Gradient 07
479,32.263075,Super,None,Ground,0,None,Solids Gradient 26
480,38.126405,Super,Skylight,Ramp,0,White Legs,Solids Gradient 01
481,24.49714,Super,None,Ramp,2,White Legs,Solids Gradient 31
482,13.354893,Super,None,Ground,0,None,Solids Gradient 42
483,15.989262,Super,Skylight,Ground,4,None,Solids Gradient 16
484,27.614557,Super,Skylight,Spiral,3,Black Legs,Solids Gradient 16
485,43.283935,Super,None,Ramp,0,White Legs,Solids Gradient 36
486,15.811311,Super,Skylight,Ground,0,None,Solids Gradient 39
487,14.967283,Super,None,Ground,2,None,Solids Gradient 26
488,13.130257,Super,None,Ground,0,None,Solids Gradient 05
489,34.707317,Super,None,Ground,0,None,Unknown
490,26.107796,Super,Skylight,Ramp,5,White Legs,Solids Gradient 26
491,38.133255,Super,None,Ramp,0,White Legs,Solids Gradient 21
492,32.069261,Super,None,Ground,0,None,Solids Gradient 42
493,12.967034,Super,None,Ground,2,None,Solids Gradient 10
494,31.805961,Super,None,Ground,4,None,Solids Gradient 32
495,17.945844,Super,None,Ground,2,None,Solids Gradient 39
496,30.53446,Super,Skylight,Ground,0,None,Solids Gradient 30
497,,Standard,,,,,
498,,Standard,,,,,
499,,Standard,,,,,
500,33.696034,,Skylight,Ground,0,,Lisboa-Ten
501,22.525404,,Skylight,Ramp,5,,Porto-Four
502,16.161853,,Skylight,Ground,2,,Porto-Eight
503,13.52344,,None,Ground,0,,Porto-Seven
504,22.647375,,Skylight,Ramp,2,,Porto-Three
505,42.776966,,Skylight,Ramp,0,,Porto-Three
506,34.552691,,Skylight,Ground,0,,Lisboa-Five
507,14.875415,,None,Ground,1,,Corner
508,19.464813,,Skylight,Ground,0,,Lisboa-Three
509,27.317379,,None,Ground,0,,Lisboa-One
510,18.19578,,Skylight,Ground,2,,Lisboa-Seven
511,23.673279,,Skylight,Ramp,2,,Lisboa-Ten
512,23.420692,,Skylight,Ramp,3,,Lisboa-Four
513,20.834383,,Skylight,Ground,3,,Porto-Nine
514,25.220853,,Skylight,Spiral,4,,Porto-Eight
515,23.21904,,None,Ramp,3,,Corner
516,34.252316,,Skylight,Spiral,3,,Porto-Four
517,30.307904,,Skylight,Ground,0,,Porto-Five
518,19.236385,,None,Ramp,2,,Lisboa-Nine
519,20.204884,,Skylight,Ground,0,,Lisboa-Nine
520,23.31781,,Skylight,Ramp,4,,Porto-Twelve
521,31.794032,,Skylight,Ground,0,,Porto-One
522,39.860125,,None,Ramp,0,,Lisboa-Eight
523,19.529954,,Skylight,Ground,3,,Porto-Seven
524,22.736421,,None,Ramp,0,,Hundreds
525,32.578091,,Skylight,Ground,0,,Lisboa-Ten
526,22.693103,,None,Ramp,0,,Porto-Six
527,21.725386,,Skylight,Ramp,3,,Hundreds
528,36.646753,,Skylight,Ramp,0,,Lisboa-One
529,37.771443,,Skylight,Ramp,0,,Lisboa-Two
530,26.854223,,None,Ground,3,,Porto-Five
531,36.617457,,Skylight,Ramp,0,,Hundreds
532,12.863401,,None,Ground,3,,Hundreds-Waves
533,31.840594,,None,Ramp,4,,Porto-Three
534,33.547787,,None,Ramp,0,,Porto-Two
535,33.03634,,None,Ramp,2,,Earlyjpg
536,19.124481,,None,Ramp,0,,Porto-Eleven
537,14.243877,,None,Ground,0,,Lisboa-Two
538,15.99417,,Skylight,Ground,1,,Lisboa-Two
539,17.934748,,Skylight,Ground,2,,Long-Beach
540,17.966651,,None,Ramp,2,,Lisboa-Eleven
541,36.462472,,Skylight,Ramp,3,,Lisboa-Two
542,40.304116,,Skylight,Ramp,0,,Corner
543,16.578366,,None,Ground,1,,Lisboa-Ten
544,25.934628,,Skylight,Spiral,0,,Lisboa-Eleven
545,20.613074,,None,Spiral,2,,Lisboa-Nine
546,39.416824,,None,Ramp,0,,Porto-Ten
547,26.783248,,Skylight,Ramp,0,,Porto-Eleven
548,31.093023,,None,Ground,3,,Lisboa-Two
549,12.774249,,None,Ground,2,,Earlyjpg
550,21.210027,,Skylight,Ground,0,,Lisboa-Ten
551,31.88473,,None,Ground,1,,Porto-Four
552,30.375619,,None,Ramp,0,,Porto-Six
553,17.819768,,None,Ground,0,,Lisboa-One
554,24.433599,,Skylight,Ramp,0,,Sunset
555,28.739742,,Skylight,Spiral,4,,Lisboa-Seven
556,15.375143,,None,Ground,0,,Porto-Nine
557,44.921583,,Skylight,Spiral,5,,Lisboa-Eight
558,33.404619,,None,Ramp,0,,Lisboa-Four
559,18.155484,,Skylight,Ground,0,,Lisboa-Seven
560,39.915094,,Skylight,Ramp,4,,Lisboa-Seven
561,18.01449,,Skylight,Ground,0,,Lisboa-Ten
562,17.134406,,None,Ground,2,,Lisboa-Two
563,37.791393,,Skylight,Ground,2,,Lisboa-Three
564,20.238254,,Skylight,Ramp,1,,Porto-Seven
565,21.32706,,Skylight,Ramp,0,,Porto-Eight
566,24.949636,,Skylight,Ramp,2,,Porto-Nine
567,16.721365,,Skylight,Ground,0,,Hundreds
568,33.846523,,Skylight,Ramp,3,,Lisboa-Nine
569,19.223895,,Skylight,Ground,4,,Hundreds
570,15.094494,,None,Ground,3,,Earlyjpg
571,16.417754,,None,Ground,0,,Hundreds-Waves
572,32.65679,,Skylight,Ground,0,,Lisboa-Nine
573,25.957035,,Skylight,Ramp,0,,Hundreds-Waves
574,17.862853,,Skylight,Ground,3,,Porto-Five
575,17.471786,,None,Ground,0,,Porto-Three
576,23.100996,,Skylight,Ramp,0,,Iris
577,21.039421,,Skylight,Ground,3,,Porto-Three
578,32.976552,,None,Ramp,0,,Sunset
579,37.238335,,None,Ramp,5,,Lisboa-One
580,22.725693,,None,Ramp,0,,Porto-Six
581,29.591119,,Skylight,Ground,2,,Lisboa-Eight
582,15.481316,,Skylight,Ground,0,,Lisboa-Two
583,24.836402,,Skylight,Ramp,0,,Porto-Ten
584,23.598018,,None,Ramp,0,,Sunset
585,32.632736,,Skylight,Ground,0,,Lisboa-Six
586,34.480796,,None,Ground,0,,Porto-Five
587,16.352187,,Skylight,Ground,3,,Porto-Six
588,26.699958,,None,Ground,0,,Porto-Two
589,26.102926,,None,Ground,4,,Lisboa-Five
590,17.52327,,None,Ramp,0,,Hundreds
591,23.559336,,None,Ramp,1,,Porto-Five
592,24.456852,,None,Ramp,1,,Porto-Eleven
593,29.889657,,None,Ground,4,,Porto-Six
594,23.971236,,Skylight,Ramp,0,,Porto-Five
595,20.945584,,Skylight,Ground,5,,Porto-Ten
596,17.834194,,None,Ground,0,,Lisboa-Seven
597,44.90318,,Skylight,Spiral,3,,Iris
598,19.394972,,Skylight,Ground,0,,Lisboa-Nine
599,34.507032,,None,Spiral,0,,Iris
600,16.01827,,None,Ground,4,,Porto-Five
601,18.889498,,Skylight,Ground,3,,Porto-Five
602,27.672333,,None,Ground,0,,Porto-Seven
603,15.78573,,None,Ground,2,,Corner
604,24.664146,,Skylight,Ramp,2,,Porto-Three
605,16.97864,,None,Ramp,2,,Lisboa-Six
606,20.43954,,Skylight,Ramp,2,,Hundreds-Waves
607,16.70934,,None,Ground,0,,Lisboa-Ten
608,21.787814,,None,Ramp,0,,Iris
609,43.901871,,Skylight,Ramp,0,,Porto-Twelve
610,36.916764,,Skylight,Ground,3,,Porto-Five
611,33.217025,,Skylight,Ground,0,,Porto-Seven
612,22.105987,,Skylight,Ramp,3,,Porto-Ten
613,24.223264,,Skylight,Ramp,5,,Porto-Three
614,15.648776,,None,Ground,1,,Lisboa-Eight
615,38.04479,,None,Ground,5,,Earlyjpg
616,26.762449,,None,Ground,5,,Lisboa-Four
617,22.009307,,Skylight,Ramp,0,,Porto-Three
618,30.003783,,None,Ramp,0,,Porto-Eleven
619,21.013778,,None,Ramp,3,,Hundreds
620,36.271529,,None,Spiral,4,,Porto-Nine
621,39.714522,,Skylight,Ramp,5,,Lisboa-One
622,29.747227,,Skylight,Ground,1,,Porto-Nine
623,28.88509,,None,Ground,4,,Hundreds-Waves
624,15.067537,,None,Ground,4,,Hundreds
625,37.07228,,Skylight,Ramp,0,,Porto-Two
626,35.040831,,Skylight,Ground,0,,Lisboa-Two
627,38.817708,,Skylight,Ground,4,,Lisboa-Six
628,32.191437,,Skylight,Ramp,6,,Long-Beach
629,14.930997,,None,Ground,1,,Porto-Seven
630,40.845741,,Skylight,Spiral,3,,Porto-Seven
631,19.761966,,Skylight,Ground,0,,Porto-One
632,17.166532,,None,Ramp,0,,Porto-Five
633,25.640342,,Skylight,Ramp,0,,Porto-Seven
634,28.705091,,None,Ramp,2,,Lisboa-Eleven
635,30.964981,,Skylight,Ground,0,,Sunset
636,31.966895,,None,Ground,0,,Lisboa-Eleven
637,24.18799,,Skylight,Ramp,1,,Porto-Seven
638,29.88294,,None,Ramp,0,,Porto-Nine
639,22.626209,,Skylight,Ramp,2,,Porto-Eight
640,30.469351,,Skylight,Ground,0,,Lisboa-Three
641,25.992779,,Skylight,Ramp,0,,Lisboa-One
642,15.855838,,None,Ground,0,,Iris
643,31.241245,,None,Ground,3,,Porto-Five
644,20.878541,,Skylight,Ground,2,,Lisboa-One
645,21.829853,,None,Ramp,3,,Iris
646,18.971048,,Skylight,Ground,0,,Porto-Eight
647,27.593174,,None,Ground,0,,Iris
648,18.840882,,None,Ramp,0,,Lisboa-Eleven
649,28.905209,,None,Ground,0,,Lisboa-Eight
650,23.02565,,Skylight,Ramp,0,,Porto-Five
651,15.666547,,None,Ground,3,,Iris
652,16.431574,,None,Ground,3,,Porto-Three
653,36.989604,,Skylight,Ramp,4,,Porto-Two
654,19.151979,,Skylight,Ground,0,,Porto-Two
655,19.667111,,None,Ramp,3,,Porto-Ten
656,34.041185,,Skylight,Ground,0,,Porto-Eleven
657,27.728302,,Skylight,Ramp,4,,Sunset
658,19.318205,,None,Ramp,0,,Porto-Seven
659,35.709089,,Skylight,Ground,0,,Porto-Eight
660,19.417473,,None,Ramp,3,,Sunset
661,22.286167,,Skylight,Ramp,0,,Long-Beach
662,17.432307,,Skylight,Ground,1,,Porto-Seven
663,15.461083,,Skylight,Ground,3,,Lisboa-Nine
664,21.090437,,None,Ramp,3,,Long-Beach
665,19.444657,,Skylight,Ground,0,,Porto-Two
666,14.126901,,None,Ground,3,,Porto-Twelve
667,21.440383,,Skylight,Ramp,3,,Lisboa-Six
668,19.392989,,Skylight,Ground,0,,Corner
669,35.756368,,None,Ramp,4,,Lisboa-Seven
670,15.594317,,Skylight,Ground,3,,Lisboa-Eleven
671,27.176509,,None,Ground,6,,Porto-Twelve
672,18.314399,,Skylight,Ground,2,,Corner
673,23.714056,,Skylight,Ramp,0,,Lisboa-Ten
674,23.621382,,None,Ramp,0,,Sunset
675,25.453652,,Skylight,Ramp,2,,Porto-Five
676,16.095345,,None,Ground,0,,Lisboa-Eight
677,34.695889,,None,Ramp,2,,Lisboa-Nine
678,13.94638,,None,Ground,3,,Hundreds
679,38.437696,,None,Ramp,4,,Porto-Ten
680,12.469304,,None,Ground,2,,Lisboa-Two
681,14.967756,,None,Ground,2,,Lisboa-Three
682,17.017369,,None,Ground,3,,Porto-Two
683,23.714434,,None,Spiral,0,,Lisboa-Nine
684,21.114327,,Skylight,Ground,4,,Hundreds
685,13.971057,,None,Ground,2,,Lisboa-Nine
686,23.568857,,None,Ramp,3,,Porto-Nine
687,34.86511,,None,Ground,5,,Long-Beach
688,40.152229,,Skylight,Spiral,0,,Lisboa-Eight
689,21.638097,,None,Ramp,0,,Lisboa-Eleven
690,37.622771,,Skylight,Ground,3,,Lisboa-Seven
691,41.165861,,None,Ramp,3,,Lisboa-Seven
692,22.480592,,Skylight,Ramp,0,,Porto-Four
693,17.742409,,None,Ground,0,,Porto-Nine
694,12.802183,,None,Ground,0,,Corner
695,22.823536,,Skylight,Ramp,0,,Lisboa-Ten
696,23.140464,,Skylight,Ramp,0,,Sunset
697,18.838147,,Skylight,Ground,0,,Lisboa-Nine
698,21.622355,,None,Ramp,0,,Porto-Two
699,13.28483,,None,Ground,0,,Lisboa-Seven
700,16.388514,,Skylight,Ground,3,,Sunset
701,17.476888,,Skylight,Ground,0,,Hundreds
702,25.316855,,Skylight,Ramp,0,,Porto-Eleven
703,29.023268,,None,Ground,2,,Iris
704,27.821961,,None,Ground,2,,Lisboa-Three
705,30.923804,,None,Ramp,0,,Porto-Nine
706,33.164922,,Skylight,Ground,0,,Lisboa-Ten
707,14.680113,,None,Ground,0,,Porto-Eight
708,20.559922,,Skylight,Ground,0,,Lisboa-Ten
709,21.57177,,None,Ramp,2,,Hundreds-Waves
710,19.429805,,None,Ramp,0,,Earlyjpg
711,19.155511,,Skylight,Ground,0,,Sunset
712,16.160732,,Skylight,Ground,0,,Lisboa-One
713,20.362676,,Skylight,Ground,0,,Lisboa-Three
714,45.499538,,Skylight,Ramp,4,,Lisboa-Four
715,28.41687,,None,Ground,6,,Sunset
716,16.733281,,None,Ground,0,,Sunset
717,18.098577,,None,Ramp,0,,Porto-One
718,37.673695,,Skylight,Ramp,0,,Porto-Eleven
719,19.611124,,Skylight,Ground,0,,Lisboa-Two
720,14.261801,,None,Ground,0,,Lisboa-One
721,17.661219,,None,Ground,0,,Porto-Three
722,12.12064,,None,Ground,1,,Lisboa-Three
723,17.866749,,Skylight,Ground,0,,Porto-Eleven
724,16.374104,,Skylight,Ground,3,,Long-Beach
725,36.448307,,Skylight,Ramp,0,,Porto-Four
726,18.411967,,Skylight,Ground,2,,Porto-Eight
727,13.981958,,None,Ground,2,,Lisboa-Six
728,23.895905,,Skylight,Ramp,0,,Corner
729,22.173887,,Skylight,Ramp,0,,Lisboa-Six
730,21.357064,,Skylight,Ramp,0,,Porto-One
731,22.72301,,None,Spiral,2,,Lisboa-Eight
732,12.661556,,None,Ground,0,,Lisboa-Four
733,16.734739,,None,Ground,2,,Lisboa-Six
734,23.952783,,None,Spiral,3,,Lisboa-Four
735,32.506996,,None,Ground,5,,Porto-Seven
736,12.932846,,None,Ground,1,,Lisboa-Ten
737,31.088839,,Skylight,Ground,3,,Porto-Twelve
738,14.762003,,None,Ground,0,,Earlyjpg
739,22.126785,,Skylight,Ramp,0,,Porto-Four
740,31.321323,,None,Ground,4,,Porto-Six
741,25.120729,,Skylight,Ramp,0,,Corner
742,29.131346,,Skylight,Ground,3,,Lisboa-Seven
743,18.938837,,Skylight,Ramp,2,,Porto-Five
744,36.750958,,Skylight,Ground,4,,Porto-Six
745,33.79456,,None,Ground,0,,Porto-Three
746,12.753025,,None,Ground,1,,Earlyjpg
747,17.267099,,None,Ramp,2,,Lisboa-Four
748,12.952464,,None,Ground,1,,Hundreds-Waves
749,37.246274,,Skylight,Ground,0,,Two-Color-Nineteen
750,28.880656,,Skylight,Ramp,4,,Two-Color-Twentyeight
751,19.79002,,Skylight,Ground,5,,Two-Color-Eleven
752,31.221391,,None,Ground,0,,Two-Color-Thirty
753,30.719924,,Skylight,Ramp,2,,Two-Color-Eleven
754,30.84615,,Skylight,Ramp,0,,Two-Color-One
755,20.95853,,Skylight,Ground,0,,Two-Color-Thirty
756,15.340312,,None,Ground,3,,Two-Color-Three
757,20.845068,,Skylight,Ground,0,,Two-Color-Eight
758,14.092681,,None,Ground,0,,Two-Color-Twentthree
759,36.456247,,Skylight,Ground,3,,Two-Color-Twentthree
760,27.111556,,Skylight,Ramp,4,,Two-Color-One
761,41.215942,,Skylight,Ramp,4,,Two-Color-Twentyseven
762,23.508944,,Skylight,Ground,2,,Two-Color-Twentyeight
763,30.23164,,Skylight,Spiral,4,,Two-Color-Six
764,34.586755,,None,Ramp,4,,Two-Color-Five
765,29.064468,,Skylight,Spiral,3,,Two-Color-Thirty
766,17.858213,,Skylight,Ground,0,,Two-Color-Eleven
767,20.70781,,None,Ramp,2,,Two-Color-Thirteen
768,22.536292,,Skylight,Ground,0,,Two-Color-Fiveteen
769,26.863453,,Skylight,Ramp,4,,Two-Color-Nineteen
770,20.796946,,Skylight,Ground,0,,Two-Color-Eighteen
771,21.505479,,None,Ramp,0,,Two-Color-Twenty
772,46.865779,,Skylight,Ground,3,,Two-Color-Four (1)
773,19.785991,,None,Ramp,0,,Two-Color-Nineteen
774,33.664038,,Skylight,Ground,0,,Two-Color-Twentysix
775,19.988246,,None,Ramp,0,,Two-Color-One
776,29.231984,,Skylight,Ramp,3,,Two-Color-Twentyeight
777,23.389334,,Skylight,Ramp,0,,Two-Color-Nine
778,28.015277,,Skylight,Ramp,0,,Two-Color-Thirty
779,13.747273,,None,Ground,3,,Two-Color-Twentysix
780,24.273366,,Skylight,Ramp,0,,Two-Color-Twentyfour
781,15.849616,,None,Ground,4,,Two-Color-Thirtytwo (1)
782,32.760089,,None,Ramp,2,,Two-Color-Thirtytwo (1)
783,17.921069,,None,Ramp,0,,Two-Color-Twentyone
784,30.81453,,None,Ramp,3,,Two-Color-Twentyeight
785,33.78348,,None,Ramp,0,,Two-Color-Eight
786,16.33756,,None,Ground,0,,Two-Color-One
787,43.111086,,Skylight,Ground,4,,Two-Color-Two
788,21.24675,,Skylight,Ground,3,,Two-Color-Eleven
789,30.841848,,None,Ramp,3,,Two-Color-Twentynine
790,38.072025,,Skylight,Ramp,4,,Two-Color-Twenty
791,24.528809,,Skylight,Ramp,0,,Two-Color-Twentynine
792,17.81163,,None,Ground,2,,Two-Color-Sixteen
793,30.001308,,Skylight,Spiral,0,,Two-Color-One
794,37.356355,,None,Spiral,2,,Two-Color-Seven
795,34.59359,,None,Ramp,0,,Two-Color-Twentynine
796,43.741913,,Skylight,Ramp,0,,Two-Color-Nine
797,31.739999,,None,Ground,5,,Two-Color-Seventeen
798,13.252999,,None,Ground,1,,Two-Color-Six
799,20.442531,,Skylight,Ground,0,,Two-Color-Sixteen
800,14.198154,,None,Ground,4,,Two-Color-Twenty
801,28.926001,,None,Ramp,0,,Two-Color-Seventeen
802,14.048398,,None,Ground,0,,Two-Color-Eleven
803,29.098962,,Skylight,Ramp,0,,Two-Color-Fourteen
804,41.992369,,Skylight,Spiral,5,,Two-Color-Eleven
805,13.713298,,None,Ground,0,,Two-Color-Ten
806,29.618964,,Skylight,Spiral,3,,Two-Color-Eleven
807,37.847711,,None,Ramp,0,,Two-Color-Twentyfive
808,32.422713,,Skylight,Ground,0,,Two-Color-Eighteen
809,26.889636,,Skylight,Ramp,4,,Two-Color-Six
810,20.428028,,Skylight,Ground,0,,Two-Color-Seven
811,13.364517,,None,Ground,2,,Two-Color-Seven
812,44.337727,,Skylight,Ground,5,,Two-Color-Twentynine
813,21.756704,,Skylight,Ramp,4,,Two-Color-Five
814,36.678441,,Skylight,Ramp,0,,Two-Color-Twentytwo
815,45.466855,,Skylight,Ramp,5,,Two-Color-Thirtytwo (1)
816,22.909672,,Skylight,Ground,0,,Two-Color-Twentthree
817,27.243706,,Skylight,Ramp,3,,Two-Color-Twentytwo
818,38.29058,,Skylight,Ground,4,,Two-Color-Twentthree
819,16.343183,,None,Ground,0,,Two-Color-Thirteen
820,41.300595,,Skylight,Ground,0,,Two-Color-Twentyseven
821,23.930416,,Skylight,Ground,0,,Two-Color-Twentyfive
822,30.147573,,Skylight,Ramp,5,,Two-Color-Twentyfour
823,13.464673,,None,Ground,0,,Two-Color-Fourteen
824,21.234728,,Skylight,Ground,0,,Two-Color-Sixteen
825,26.700104,,Skylight,Ramp,4,,Two-Color-Five
826,24.174011,,None,Ground,0,,Two-Color-Fiveteen
827,43.012692,,None,Ramp,0,,Two-Color-Nine
828,28.621266,,Skylight,Ramp,5,,Two-Color-Two
829,39.095788,,Skylight,Ramp,0,,Two-Color-Twentytwo
830,18.489639,,Skylight,Ground,0,,Two-Color-Twelve
831,33.342195,,None,Ground,0,,Two-Color-Eighteen
832,31.528523,,Skylight,Ramp,0,,Two-Color-Thirtyone
833,20.5539,,None,Ramp,0,,Two-Color-Seven
834,37.310083,,Skylight,Ground,5,,Two-Color-Eight
835,17.296899,,None,Ground,0,,Two-Color-Twentyeight
836,15.999767,,None,Ground,2,,Two-Color-Four (1)
837,27.290295,,None,Ground,0,,Two-Color-One
838,17.082524,,None,Ground,3,,Two-Color-Twentyfour
839,32.689861,,None,Ramp,2,,Two-Color-Sixteen
840,35.361803,,None,Ramp,2,,Two-Color-Thirteen
841,31.529018,,Skylight,Ramp,0,,Two-Color-Four (1)
842,35.544614,,Skylight,Ground,3,,Two-Color-Twentyfive
843,19.88346,,None,Ramp,0,,Two-Color-Twentyseven
844,20.865938,,Skylight,Ground,3,,Two-Color-Two
845,23.281037,,Skylight,Ground,0,,Two-Color-Five
846,24.007325,,None,Spiral,0,,Two-Color-Twentysix
847,16.58392,,None,Ground,2,,Two-Color-Thirtyone
848,47.238992,,Skylight,Spiral,6,,Two-Color-Thirty
849,27.374793,,None,Ground,0,,Two-Color-Seven
850,17.518256,,None,Ground,2,,Two-Color-Twentyeight
851,36.321559,,Skylight,Ground,4,,Two-Color-Twentyone
852,15.518454,,None,Ground,3,,Two-Color-Seventeen
853,24.217921,,Skylight,Ramp,3,,Two-Color-Twentyseven
854,32.136651,,None,Ramp,0,,Two-Color-Twenty
855,19.031974,,None,Ramp,0,,Two-Color-Twenty
856,38.393194,,Skylight,Ground,0,,Two-Color-Eleven
857,25.012408,,Skylight,Ramp,2,,Two-Color-Nine
858,50.46682,,Skylight,Ramp,0,,Two-Color-Ten
859,31.540322,,Skylight,Ground,4,,Two-Color-Twentyone
860,18.644324,,Skylight,Ground,5,,Two-Color-Twentynine
861,22.722927,,None,Ramp,3,,Two-Color-Thirtyone
862,20.862123,,None,Ramp,2,,Two-Color-Twentyseven
863,15.131746,,None,Ground,2,,Two-Color-Twentyfour
864,32.979926,,Skylight,Ground,0,,Two-Color-Nine
865,12.056595,,None,Ground,0,,Two-Color-One
866,29.478216,,None,Ramp,5,,Two-Color-Sixteen
867,20.793662,,None,Ramp,1,,Two-Color-Twentyeight
868,42.239083,,Skylight,Ramp,4,,Two-Color-Three
869,39.939335,,Skylight,Spiral,2,,Two-Color-Ten
870,23.360407,,None,Ramp,2,,Two-Color-Twentyseven
871,32.67535,,None,Ground,6,,Two-Color-Sixteen
872,37.323686,,Skylight,Ground,0,,Two-Color-Twentyfour
873,22.866498,,Skylight,Ground,0,,Two-Color-Eighteen
874,25.938259,,Skylight,Ramp,3,,Two-Color-Six
875,24.840719,,Skylight,Ground,3,,Two-Color-Thirtytwo (1)
876,16.683241,,None,Ground,1,,Two-Color-Thirty
877,26.365746,,Skylight,Ramp,5,,Two-Color-Twentyone
878,17.395298,,Skylight,Ground,0,,Two-Color-Sixteen
879,23.227632,,None,Spiral,0,,Two-Color-Twentynine
880,19.855081,,Skylight,Ground,0,,Two-Color-Twentytwo
881,21.132389,,None,Ramp,2,,Two-Color-Twentytwo
882,23.412246,,Skylight,Ramp,0,,Two-Color-Twenty
883,40.468624,,None,Ramp,0,,Two-Color-Twentyseven
884,34.895495,,Skylight,Ground,4,,Two-Color-Twenty
885,12.307665,,None,Ground,0,,Two-Color-Twentyone
886,32.97426,,Skylight,Ramp,4,,Two-Color-Seven
887,27.388741,,Skylight,Ramp,0,,Two-Color-Twentysix
888,40.840312,,Skylight,Ramp,0,,Two-Color-Eleven
889,17.369266,,None,Ground,0,,Two-Color-Three
890,34.498504,,None,Ramp,4,,Two-Color-Four (1)
891,21.962196,,Skylight,Ground,3,,Two-Color-Eighteen
892,15.926954,,None,Ground,3,,Two-Color-Twentthree
893,19.866311,,Skylight,Ground,0,,Two-Color-Thirtytwo (1)
894,24.55845,,None,Ramp,0,,Two-Color-Ten
895,26.940735,,None,Ground,0,,Two-Color-Twentynine
896,24.643175,,None,Ground,0,,Two-Color-Twenty
897,28.950064,,Skylight,Ramp,0,,Two-Color-Nine
